id,sex,age,city,country,followers_count,last_seen,costs,games
748126413,Мужской,26,,Россия,,03.09.2022,25000,['Warface']
748125116,Женский,25,,Россия,,03.09.2022,25000,['Warface']
748029062,Мужской,23,,Россия,0,03.09.2022,25000,['Warface']
747946225,Женский,48,,Россия,,02.09.2022,25000,['League of Legends']
747922136,Мужской,26,,Россия,9,03.09.2022,25000,['League of Legends']
747871808,Мужской,25,,Россия,,03.09.2022,25000,['League of Legends']
747854551,Мужской,22,,Россия,2,03.09.2022,25000,['League of Legends']
747825758,Мужской,22,Москва,Россия,0,02.09.2022,25000,['League of Legends']
747811029,Мужской,56,,Россия,0,03.09.2022,25000,['League of Legends']
747806336,Женский,41,,Россия,,03.09.2022,25000,['Valorant']
747791033,Мужской,21,,Россия,,01.09.2022,25000,['Valorant']
747777665,Мужской,23,,Россия,0,03.09.2022,25000,['Valorant']
747738288,Мужской,37,,Россия,1,02.09.2022,25000,['Valorant']
747683743,Женский,30,,Россия,0,03.09.2022,25000,['Valorant']
747667589,Мужской,26,Москва,Россия,,03.09.2022,25000,['Dota 2']
747636634,Мужской,23,Кропоткин,Россия,1,03.09.2022,25000,['Dota 2']
747636600,Мужской,32,,Россия,0,03.09.2022,25000,['Dota 2']
747636323,Мужской,26,,Россия,0,03.09.2022,25000,['Dota 2']
747575358,Мужской,48,,Россия,,03.09.2022,25000,['Fortnite']
747569139,Мужской,35,Екатеринбург,Россия,0,02.09.2022,25000,['Fortnite']
747557944,Мужской,29,,Россия,0,02.09.2022,25000,['Fortnite']
747542327,Женский,27,,Россия,0,03.09.2022,25000,['Fortnite']
747531778,Мужской,47,Красноярск,Россия,0,03.09.2022,25000,['Fortnite']
747530837,Мужской,20,,Россия,2,03.09.2022,25000,['Fortnite']
747477624,Мужской,31,,Россия,2,03.09.2022,25000,['Fortnite']
747470047,Мужской,24,,Россия,2,02.09.2022,25000,['Fortnite']
747429679,Мужской,19,Брянск,Россия,0,03.09.2022,25000,['CS:GO']
747401163,Женский,21,,Россия,1,03.09.2022,25000,['CS:GO']
747392133,Мужской,32,Казань,Россия,0,03.09.2022,25000,['CS:GO']
747388295,Мужской,23,,Россия,,03.09.2022,25000,['CS:GO']
747365108,Мужской,27,Stockholm,Швеция,1,03.09.2022,138615,['CS:GO']
747358395,Мужской,17,,Россия,,03.09.2022,25000,['CS:GO']
747357235,Мужской,24,,Россия,1,30.08.2022,25000,['CS:GO']
747351902,Мужской,47,,Россия,3,03.09.2022,25000,['CS:GO']
747340253,Мужской,36,,Россия,,03.09.2022,25000,['StarCraft 2']
747325093,Мужской,27,,Россия,0,03.09.2022,25000,['StarCraft 2']
747310895,Мужской,33,,Россия,22,30.08.2022,25000,['StarCraft 2']
747288284,Мужской,25,,Россия,,03.09.2022,25000,['Apex Legends']
747253606,Мужской,41,,США,2,03.09.2022,118080,['Apex Legends']
747220369,Женский,33,Красноярск,Россия,1,03.09.2022,25000,['Apex Legends']
747218713,Мужской,24,Москва,Россия,2,03.09.2022,25000,['Apex Legends']
747218216,Мужской,26,,Россия,6,01.09.2022,25000,['Apex Legends']
747206531,Мужской,34,,Россия,,03.09.2022,25000,['Apex Legends']
747193872,Мужской,27,,Россия,,03.09.2022,25000,['Apex Legends']
747147642,Мужской,25,,Россия,35,03.09.2022,25000,['StarCraft 2']
747128800,Мужской,21,Москва,Россия,5,03.09.2022,25000,['StarCraft 2']
747084182,Мужской,25,,Россия,2,03.09.2022,25000,['StarCraft 2']
747081491,Мужской,31,,Россия,0,03.09.2022,25000,['StarCraft 2']
747065835,Мужской,25,,Россия,0,03.09.2022,25000,['StarCraft 2']
747061240,Мужской,39,,Россия,0,03.09.2022,25000,['StarCraft 2']
747018991,Мужской,21,,Россия,0,30.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
746983783,Мужской,18,Ижевск,Россия,3,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
746968357,Мужской,23,Новосибирск,Россия,0,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
746946049,Мужской,26,,Россия,,29.08.2022,75000,"['PUBG', 'Hearthstone', 'Overwatch']"
746943829,Мужской,18,,Россия,3,03.09.2022,75000,"['PUBG', 'Hearthstone', 'Overwatch']"
746933985,Женский,26,Самара,Россия,10,02.09.2022,75000,"['PUBG', 'Hearthstone', 'Overwatch']"
746918211,Мужской,25,,Россия,1,02.09.2022,75000,"['PUBG', 'Hearthstone', 'Overwatch']"
746880350,Мужской,22,,Россия,0,03.09.2022,75000,"['League of Legends', 'Valorant', 'Apex Legends']"
746850277,Мужской,47,,Россия,,03.09.2022,75000,"['League of Legends', 'Valorant', 'Apex Legends']"
746803798,Мужской,25,,Россия,0,03.09.2022,75000,"['League of Legends', 'Valorant', 'Apex Legends']"
746767369,Мужской,22,,Россия,0,29.08.2022,75000,"['League of Legends', 'Valorant', 'Apex Legends']"
746758839,Женский,28,,Россия,,03.09.2022,25000,['Warcraft III']
746726171,Мужской,21,,Россия,2,03.09.2022,25000,['Warcraft III']
746705418,Мужской,26,,Россия,41,03.09.2022,25000,['Warcraft III']
746700422,Мужской,32,,Россия,1,03.09.2022,25000,['Warcraft III']
746679705,Мужской,29,,Россия,0,31.08.2022,25000,['Warcraft III']
746668802,Мужской,19,,Россия,0,03.09.2022,25000,['Warcraft III']
746583872,Мужской,24,Кашира,Россия,1,01.09.2022,25000,['Overwatch']
746573737,Женский,27,New York City,США,1,03.09.2022,196800,['Overwatch']
746558851,Мужской,20,Ульяновск,Россия,1,03.09.2022,25000,['Overwatch']
746533922,Мужской,105,,Россия,0,03.09.2022,25000,['Overwatch']
746529297,Женский,22,,Россия,0,25.08.2022,25000,['Overwatch']
746525654,Мужской,21,,Россия,,03.09.2022,25000,['Overwatch']
746398850,Женский,25,Гомель,Беларусь,,03.09.2022,50000,['Heroes of the Storm']
746363448,Мужской,26,,Россия,0,31.08.2022,25000,['PUBG']
746359768,Мужской,35,,Россия,0,02.09.2022,25000,['PUBG']
746344682,Мужской,21,Abu Dhabi,Объединенные Арабские Эмираты,,02.09.2022,196800,['League of Legends']
746344124,Мужской,25,,Россия,,03.09.2022,25000,['FIFA']
746342520,Мужской,25,,Россия,1,03.09.2022,25000,['FIFA']
746326625,Женский,25,,Россия,160,03.09.2022,25000,['FIFA']
746325906,Женский,25,,Россия,0,03.09.2022,25000,['FIFA']
746315678,Женский,18,,Россия,70,03.09.2022,25000,['FIFA']
746300593,Мужской,36,,Россия,1,26.08.2022,25000,['FIFA']
746274066,Мужской,28,Санкт-Петербург,Россия,7,02.09.2022,25000,['FIFA']
746259758,Мужской,25,,Россия,0,03.09.2022,25000,['League of Legends']
746251604,Женский,35,,Россия,,01.09.2022,25000,['League of Legends']
746250263,Мужской,24,,Россия,1,03.09.2022,25000,['League of Legends']
746233025,Мужской,32,,Россия,10,03.09.2022,25000,['League of Legends']
746224571,Мужской,24,,Россия,1,02.09.2022,25000,['PUBG']
746183449,Мужской,31,,Россия,30,03.09.2022,25000,['PUBG']
746172594,Мужской,41,,Россия,,03.09.2022,25000,['PUBG']
746168357,Мужской,49,,Россия,4,03.09.2022,25000,['PUBG']
746154711,Мужской,27,,Россия,2,24.08.2022,25000,['PUBG']
746147991,Мужской,26,,Россия,,03.09.2022,25000,['Heroes of the Storm']
746144995,Мужской,30,,Россия,1,02.09.2022,25000,['Heroes of the Storm']
746130174,Мужской,21,,Россия,,03.09.2022,25000,['Heroes of the Storm']
746119938,Мужской,22,Саратов,Россия,2,03.09.2022,25000,['Quake Champions']
746114659,Мужской,24,Калининград,Россия,1,24.08.2022,25000,['Free Fire']
746069246,Мужской,18,,Россия,0,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
746010670,Мужской,35,,Россия,30,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
745990048,Мужской,41,,Россия,0,24.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
745972753,Мужской,24,,Россия,0,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
745944493,Мужской,35,,Россия,1,25.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
745916134,Мужской,18,,Россия,2,24.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
745868172,Мужской,25,Чехов,Россия,0,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
745862180,Мужской,18,,Россия,6,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
745805316,Мужской,22,,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
745783431,Женский,31,Орехово-Зуево,Россия,3,21.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
745751549,Мужской,20,,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
745750036,Мужской,29,,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
745746352,Мужской,25,,Россия,4,28.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
745732676,Мужской,22,Madrid,Испания,2,03.09.2022,184820,"['StarCraft 2', 'Warface', 'Free Fire']"
745731578,Мужской,41,Воронеж,Россия,,03.09.2022,25000,['Free Fire']
745722580,Мужской,30,,Россия,,03.09.2022,25000,['Free Fire']
745708681,Мужской,26,Сургут,Россия,52,03.09.2022,25000,['Free Fire']
745703748,Мужской,34,Нижний Тагил,Россия,,03.09.2022,25000,['Free Fire']
745639310,Мужской,72,,Россия,0,03.09.2022,25000,['Free Fire']
745581328,Женский,48,,Россия,0,03.09.2022,25000,['Free Fire']
745536723,Мужской,27,Mardān,Пакистан,0,01.09.2022,50000,['Free Fire']
745513085,Мужской,39,,Россия,2,03.09.2022,25000,['Free Fire']
745511286,Мужской,44,Москва,Россия,0,03.09.2022,25000,['StarCraft 2']
745480055,Мужской,22,,Россия,0,24.08.2022,25000,['StarCraft 2']
745460123,Женский,28,,Россия,2,03.09.2022,25000,['StarCraft 2']
745455121,Мужской,23,,Россия,0,03.09.2022,25000,['StarCraft 2']
745436200,Мужской,55,Сочи,Россия,29,03.09.2022,25000,['StarCraft 2']
745407371,Мужской,22,,Россия,0,03.09.2022,25000,['StarCraft 2']
745388982,Мужской,35,,Россия,3,03.09.2022,25000,['Dota 2']
745382211,Мужской,25,Кудрово,Россия,,03.09.2022,25000,['Dota 2']
745366731,Мужской,28,,Россия,0,03.09.2022,25000,['Dota 2']
745363273,Мужской,38,,Россия,0,25.08.2022,25000,['Dota 2']
745350572,Мужской,18,,Россия,,03.09.2022,25000,['StarCraft 2']
745348875,Мужской,35,,Россия,,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
745279129,Мужской,17,,Россия,2,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
745258558,Мужской,22,Североморск,Россия,3,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
745223566,Мужской,33,,Россия,2,30.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
745191472,Женский,61,,Россия,1,03.09.2022,25000,['StarCraft 2']
745176580,Женский,24,,Россия,0,03.09.2022,25000,['Quake Champions']
745166488,Мужской,21,,Россия,2,03.09.2022,25000,['Warface']
745128473,Женский,24,Москва,Россия,2,28.08.2022,25000,['Warface']
745068906,Мужской,25,,Россия,,03.09.2022,25000,['Warface']
745043051,Женский,21,,Россия,3,17.08.2022,25000,['Apex Legends']
745014806,Мужской,26,,Россия,0,20.08.2022,25000,['Apex Legends']
745014167,Мужской,27,,Россия,,24.08.2022,25000,['Apex Legends']
745008037,Мужской,37,,Россия,2,03.09.2022,25000,['Apex Legends']
744993104,Мужской,37,Минск,Беларусь,,31.08.2022,50000,['Apex Legends']
744990077,Мужской,25,,Россия,,03.09.2022,25000,['Apex Legends']
744954016,Мужской,27,,Россия,0,03.09.2022,25000,['League of Legends']
744952161,Мужской,26,,Россия,0,26.08.2022,25000,['League of Legends']
744928252,Мужской,27,,Россия,0,03.09.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
744922983,Мужской,26,,Россия,,03.09.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
744896499,Мужской,26,,Россия,2,03.09.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
744878919,Мужской,23,,Россия,2,19.08.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
744872019,Мужской,25,,Россия,,16.08.2022,25000,['League of Legends']
744864340,Мужской,42,,Россия,0,02.09.2022,25000,['League of Legends']
744831577,Мужской,21,,Россия,,03.09.2022,25000,['League of Legends']
744824825,Мужской,42,Boston,США,,03.09.2022,196800,['Apex Legends']
744814259,Мужской,19,,Россия,0,03.09.2022,25000,['Hearthstone']
744811329,Мужской,25,,Россия,1,03.09.2022,25000,['CS:GO']
744806407,Женский,54,,Россия,0,03.09.2022,25000,['CS:GO']
744805133,Мужской,25,,Россия,1,03.09.2022,25000,['CS:GO']
744802842,Мужской,26,Клин,Россия,36,03.09.2022,25000,['CS:GO']
744770782,Мужской,23,,Россия,,03.09.2022,25000,['FIFA']
744764057,Женский,65,,Россия,0,03.09.2022,25000,['FIFA']
744746846,Мужской,27,,Россия,2,03.09.2022,25000,['FIFA']
744731956,Мужской,37,,Россия,,03.09.2022,25000,['FIFA']
744727614,Женский,64,,Россия,0,03.09.2022,25000,['FIFA']
744710031,Мужской,30,,Россия,6,03.09.2022,25000,['FIFA']
744704223,Мужской,48,,Россия,2,02.09.2022,25000,['FIFA']
744684176,Мужской,21,Владивосток,Россия,,02.09.2022,25000,['Hearthstone']
744679902,Женский,47,,Россия,,02.09.2022,25000,['Hearthstone']
744674921,Мужской,23,,Россия,3,03.09.2022,25000,['Valorant']
744662343,Мужской,23,,Россия,0,03.09.2022,25000,['Valorant']
744626789,Мужской,38,,Россия,4,03.09.2022,25000,['Valorant']
744625886,Мужской,22,,Россия,0,03.09.2022,25000,['Valorant']
744619972,Мужской,23,,Россия,1,16.08.2022,25000,['Valorant']
744615549,Мужской,22,Магнитогорск,Россия,,22.08.2022,25000,['Valorant']
744597090,Мужской,29,,Россия,10,03.09.2022,25000,['Valorant']
744590064,Мужской,20,,Россия,0,03.09.2022,25000,['Warcraft III']
744588423,Мужской,47,,Россия,,03.09.2022,25000,['Warcraft III']
744585297,Мужской,32,,Россия,0,03.09.2022,25000,['Warcraft III']
744584805,Мужской,22,,Россия,17,03.09.2022,25000,['Warcraft III']
744578163,Мужской,20,,Россия,0,03.09.2022,25000,['Warcraft III']
744563349,Мужской,24,,Россия,0,03.09.2022,25000,['Warcraft III']
744501678,Мужской,23,,Россия,0,03.09.2022,25000,['Warcraft III']
744489033,Мужской,20,,Россия,0,28.08.2022,25000,['Warcraft III']
744483910,Мужской,47,Санкт-Петербург,Россия,,01.09.2022,25000,['Hearthstone']
744471981,Мужской,29,,Россия,0,03.09.2022,25000,['Hearthstone']
744450922,Мужской,25,,Россия,,03.09.2022,25000,['Hearthstone']
744374847,Мужской,25,,Россия,2,03.09.2022,25000,['Hearthstone']
744364157,Мужской,41,Минск,Беларусь,1,03.09.2022,50000,['Warface']
744359026,Мужской,30,,Россия,0,03.09.2022,25000,['Warface']
744355148,Женский,29,Санкт-Петербург,Россия,,02.09.2022,25000,['Warface']
744342033,Мужской,23,,Россия,0,03.09.2022,25000,['Warface']
744288908,Женский,38,,Россия,0,03.09.2022,25000,['Warface']
744282470,Женский,47,Курск,Россия,71,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744281023,Мужской,21,Курск,Россия,2,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744264484,Мужской,24,,Россия,,12.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744235731,Женский,23,,Россия,1,02.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744198334,Мужской,29,Москва,Россия,,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744177781,Мужской,25,,Россия,,20.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744158919,Мужской,19,,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
744139023,Мужской,21,Москва,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
744131070,Мужской,46,Балаково,Россия,6,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
744084248,Мужской,40,Ленинск-Кузнецкий,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
744064543,Мужской,26,,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
744050996,Мужской,18,,Россия,1,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
744048540,Мужской,68,Хабаровск,Россия,,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
744028949,Мужской,33,,Россия,0,01.09.2022,25000,['Warface']
743998846,Мужской,33,Липецк,Россия,,03.09.2022,25000,['Dota Underlords']
743987702,Мужской,24,Санкт-Петербург,Россия,0,24.08.2022,25000,['Dota Underlords']
743983181,Мужской,26,,Россия,0,29.08.2022,25000,['Dota Underlords']
743967335,Мужской,25,,Россия,1,03.09.2022,25000,['Dota Underlords']
743958193,Мужской,20,Томск,Россия,6,03.09.2022,25000,['Dota Underlords']
743944579,Мужской,17,,Россия,0,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743864484,Мужской,30,,Россия,0,31.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743820082,Мужской,62,,Россия,6,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743813485,Мужской,47,Москва,Россия,1,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743795757,Мужской,26,Москва,Россия,2,28.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743736533,Мужской,25,,Россия,1,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743727795,Мужской,31,,Россия,1,02.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
743726218,Мужской,25,,Россия,1,18.08.2022,25000,['Dota Underlords']
743723288,Мужской,24,,Россия,3,03.09.2022,25000,['Dota Underlords']
743685801,Мужской,19,Тогучин,Россия,1,03.09.2022,25000,['Dota Underlords']
743674228,Мужской,25,,Россия,,03.09.2022,25000,['League of Legends']
743624787,Женский,29,,Россия,,02.09.2022,25000,['League of Legends']
743601909,Женский,33,,Россия,0,28.08.2022,25000,['League of Legends']
743594406,Мужской,25,,Россия,1,03.09.2022,25000,['League of Legends']
743506904,Мужской,27,Stockholm,Швеция,4,16.08.2022,184820,['League of Legends']
743498657,Мужской,21,,Россия,,18.08.2022,25000,['League of Legends']
743462856,Женский,47,Рязань,Россия,0,19.08.2022,25000,['Quake Champions']
743457910,Женский,25,,Россия,,03.09.2022,25000,['Quake Champions']
743436352,Женский,47,,Россия,48,03.09.2022,25000,['Quake Champions']
743428308,Мужской,27,Москва,Россия,,28.08.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
743425011,Мужской,24,Москва,Россия,75,03.09.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
743415463,Женский,64,,Россия,,03.09.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
743385013,Мужской,29,,Россия,2,03.09.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
743348525,Женский,26,,Россия,0,30.08.2022,25000,"['League of Legends', 'Valorant', 'Apex Legends']"
743347243,Мужской,27,Донецк,Украина,1,01.09.2022,50000,['Overwatch']
743333523,Мужской,25,,Россия,1,30.08.2022,25000,['Overwatch']
743331482,Мужской,21,,Россия,0,03.09.2022,25000,"['Dota 2', 'CS:GO', 'Warcraft III']"
743323317,Мужской,22,Москва,Россия,46,31.08.2022,25000,"['Dota 2', 'CS:GO', 'Warcraft III']"
743313128,Мужской,20,,Россия,,03.09.2022,25000,"['Dota 2', 'CS:GO', 'Warcraft III']"
743289901,Мужской,25,,Россия,0,13.08.2022,25000,"['Dota 2', 'CS:GO', 'Warcraft III']"
743284642,Женский,30,Москва,Россия,10,03.09.2022,25000,"['Dota 2', 'CS:GO', 'Warcraft III']"
743271590,Мужской,25,,Россия,0,01.09.2022,25000,['Overwatch']
743270372,Мужской,29,,Россия,2,01.09.2022,25000,['Overwatch']
743256052,Мужской,27,Татарск,Россия,0,01.09.2022,25000,['Overwatch']
743223667,Мужской,26,Благовещенск,Россия,2,02.09.2022,25000,['Overwatch']
743213087,Мужской,29,,Россия,0,01.09.2022,25000,['Overwatch']
743200855,Мужской,26,,Россия,,03.09.2022,25000,['Overwatch']
743164413,Мужской,25,,Россия,77,03.09.2022,25000,['Quake Champions']
743159561,Женский,20,,Россия,0,21.08.2022,25000,['Heroes of the Storm']
743155938,Мужской,47,Москва,Россия,,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
743129613,Женский,19,,Россия,,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
743128527,Мужской,19,,Россия,,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
743126277,Мужской,47,,Россия,0,02.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
743107684,Женский,27,Санкт-Петербург,Россия,0,30.08.2022,25000,['PUBG']
743017006,Мужской,28,,Россия,1,03.09.2022,25000,['PUBG']
742993246,Мужской,21,,Россия,0,03.09.2022,25000,['PUBG']
742984707,Мужской,24,,Россия,,08.08.2022,25000,['PUBG']
742981770,Мужской,22,,Россия,1,03.09.2022,25000,['PUBG']
742932789,Мужской,26,,Россия,0,15.08.2022,25000,['Heroes of the Storm']
742912832,Мужской,23,,Россия,,23.08.2022,25000,['Heroes of the Storm']
742898196,Мужской,63,,Россия,0,03.09.2022,25000,['Heroes of the Storm']
742845228,Мужской,28,,Россия,0,03.08.2022,25000,['Heroes of the Storm']
742843222,Мужской,33,Днепр (Днепропетровск),Украина,0,30.08.2022,75000,['CS:GO']
742834622,Мужской,24,,Россия,,03.09.2022,25000,['CS:GO']
742804483,Мужской,29,,Россия,1,01.09.2022,25000,['CS:GO']
742776857,Мужской,46,Братск,Россия,2,16.08.2022,25000,['CS:GO']
742772023,Мужской,18,Иркутск,Россия,,14.08.2022,25000,['CS:GO']
742750063,Мужской,40,,Россия,17,01.09.2022,25000,['CS:GO']
742747845,Мужской,30,,Россия,5,02.09.2022,25000,['CS:GO']
742716376,Мужской,24,Praha,Чехия,,02.09.2022,138615,['CS:GO']
742686616,Женский,41,Drammen,Норвегия,,03.09.2022,138615,['Heroes of the Storm']
742658999,Мужской,20,,Россия,509,03.09.2022,25000,['Heroes of the Storm']
742636497,Мужской,31,,Россия,0,09.08.2022,25000,['Heroes of the Storm']
742635176,Мужской,47,,Россия,2,24.08.2022,25000,['Heroes of the Storm']
742626403,Женский,41,,Россия,2,31.08.2022,25000,"['Warcraft III', 'StarCraft 2']"
742611841,Женский,32,Москва,Россия,0,03.09.2022,25000,['Apex Legends']
742611423,Мужской,26,,Россия,12,03.09.2022,25000,['Apex Legends']
742590961,Мужской,26,,Россия,0,01.09.2022,25000,['Apex Legends']
742579449,Мужской,25,,Россия,0,02.09.2022,25000,['Apex Legends']
742556704,Мужской,21,,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742509730,Мужской,21,,Россия,83,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742473722,Мужской,47,Санкт-Петербург,Россия,1,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742469072,Женский,37,Пермь,Россия,63,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742463979,Мужской,36,Москва,Россия,48,01.09.2022,25000,['Apex Legends']
742455136,Мужской,21,,Россия,1,25.08.2022,25000,['Apex Legends']
742426443,Мужской,24,Смоленск,Россия,2,02.09.2022,25000,['Apex Legends']
742402763,Мужской,41,,Россия,,17.08.2022,25000,"['Warcraft III', 'StarCraft 2']"
742385890,Мужской,21,,Россия,0,12.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742383101,Мужской,25,Ленск,Россия,4,02.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742377605,Мужской,105,,Россия,,02.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742366277,Женский,33,,Россия,0,17.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742360576,Мужской,19,,Россия,0,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742359599,Мужской,28,,Россия,,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742355985,Женский,21,Иткулово,Россия,0,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742355768,Мужской,33,,Россия,1,03.09.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742352358,Мужской,41,,Россия,0,05.08.2022,25000,"['PUBG', 'Hearthstone', 'Overwatch']"
742345475,Мужской,19,,Россия,0,03.09.2022,25000,['Dota 2']
742339009,Мужской,29,,Россия,,03.09.2022,25000,['Dota 2']
742329585,Мужской,25,,Россия,0,27.08.2022,25000,['Dota 2']
742272796,Мужской,27,,Россия,0,03.09.2022,25000,['Dota 2']
742247233,Мужской,27,,Россия,0,02.09.2022,25000,['Dota 2']
742237414,Мужской,26,,Россия,0,31.07.2022,25000,['Warcraft III']
742203592,Мужской,47,Краснодар,Россия,21,03.09.2022,25000,['Warcraft III']
742194268,Мужской,26,Казань,Россия,2,04.08.2022,25000,['Warcraft III']
742190318,Женский,103,Москва,Россия,0,03.09.2022,25000,['Warcraft III']
742173856,Мужской,27,,Россия,1,03.09.2022,25000,['Warcraft III']
742165943,Мужской,35,,Россия,30,03.09.2022,25000,['Warcraft III']
742161272,Женский,22,,Россия,,03.09.2022,25000,['Warcraft III']
742135924,Мужской,35,,Россия,,03.09.2022,25000,['Warcraft III']
742128375,Мужской,19,,Россия,0,25.08.2022,25000,['Warcraft III']
742127810,Мужской,25,,Россия,0,02.09.2022,25000,['StarCraft 2']
742126548,Мужской,23,,Россия,0,03.09.2022,25000,['StarCraft 2']
742117165,Мужской,23,,Россия,0,26.08.2022,25000,['StarCraft 2']
742076838,Женский,24,Chicago,США,1,21.08.2022,196800,['StarCraft 2']
742068562,Мужской,23,Beograd,Сербия,,03.09.2022,138615,['Valorant']
742068497,Женский,19,,Россия,89,29.08.2022,25000,['Valorant']
742039845,Мужской,33,,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742031212,Мужской,27,,Россия,1,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742028893,Мужской,30,Москва,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742022312,Мужской,26,,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742021337,Мужской,32,New York City,США,1,02.09.2022,196800,"['StarCraft 2', 'Warface', 'Free Fire']"
742017127,Женский,25,Ростов-на-Дону,Россия,1,28.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
742015047,Мужской,33,,Россия,,02.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
741999992,Мужской,24,Москва,Россия,198,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
741997431,Мужской,47,,Россия,2,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
741990505,Мужской,26,,Россия,1,02.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
